[Full Training] Normal loss: 2.2070, Plan similarity: 0.5000, Random contrast: 0.6016
[Full Training] Normal loss: 0.1963, Plan similarity: 0.5000, Random contrast: 0.6250
[Full Training] Normal loss: 0.2262, Plan similarity: 0.5000, Random contrast: 0.6523
[Full Training] Normal loss: 0.2015, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.2852, Plan similarity: 0.5000, Random contrast: 0.6133
[Full Training] Normal loss: 0.2072, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.2214, Plan similarity: 0.5000, Random contrast: 0.6250
[Full Training] Normal loss: 0.2035, Plan similarity: 0.5000, Random contrast: 0.6328
[Full Training] Normal loss: 0.2984, Plan similarity: 0.5000, Random contrast: 0.6172
[Full Training] Normal loss: 0.2175, Plan similarity: 0.5000, Random contrast: 0.6133
[Full Training] Normal loss: 0.1585, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.1610, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.1625, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.2389, Plan similarity: 0.5000, Random contrast: 0.6094
[Full Training] Normal loss: 0.1586, Plan similarity: 0.5000, Random contrast: 0.5625
[Full Training] Normal loss: 0.3170, Plan similarity: 0.5000, Random contrast: 0.6367
[Full Training] Normal loss: 0.1988, Plan similarity: 0.5000, Random contrast: 0.5000
[Full Training] Normal loss: 0.1786, Plan similarity: 0.5000, Random contrast: 0.6094
[Full Training] Normal loss: 0.3001, Plan similarity: 0.5000, Random contrast: 0.6094
[Full Training] Normal loss: 0.2168, Plan similarity: 0.5000, Random contrast: 0.6250
[Full Training] Normal loss: 0.2259, Plan similarity: 0.5000, Random contrast: 0.6562
[Full Training] Normal loss: 0.2124, Plan similarity: 0.5000, Random contrast: 0.6562
[Full Training] Normal loss: 0.2693, Plan similarity: 0.5000, Random contrast: 0.6484
[Full Training] Normal loss: 0.2078, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.2197, Plan similarity: 0.5000, Random contrast: 0.6406
[Full Training] Normal loss: 0.2785, Plan similarity: 0.5000, Random contrast: 0.6406
[Full Training] Normal loss: 0.2071, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.3256, Plan similarity: 0.5000, Random contrast: 0.6445
[Full Training] Normal loss: 0.1744, Plan similarity: 0.5000, Random contrast: 0.6406
[Full Training] Normal loss: 0.2042, Plan similarity: 0.5000, Random contrast: 0.6562
[Full Training] Normal loss: 0.2500, Plan similarity: 0.5000, Random contrast: 0.6758
[Full Training] Normal loss: 0.2674, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2450, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.1544, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2108, Plan similarity: 0.5000, Random contrast: 0.6484
[Full Training] Normal loss: 0.1604, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.2049, Plan similarity: 0.5000, Random contrast: 0.6484
[Full Training] Normal loss: 0.2605, Plan similarity: 0.5000, Random contrast: 0.5742
[Full Training] Normal loss: 0.2009, Plan similarity: 0.5000, Random contrast: 0.6406
[Full Training] Normal loss: 0.1863, Plan similarity: 0.5000, Random contrast: 0.6250
[Full Training] Normal loss: 0.1983, Plan similarity: 0.5000, Random contrast: 0.6094
[Full Training] Normal loss: 0.1516, Plan similarity: 0.5000, Random contrast: 0.6484
[Full Training] Normal loss: 0.2130, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.1771, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.1543, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2107, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2695, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.2940, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.3012, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2444, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1611, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.3286, Plan similarity: 0.5000, Random contrast: 0.6562
[Full Training] Normal loss: 0.1891, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.1811, Plan similarity: 0.5000, Random contrast: 0.6562
[Full Training] Normal loss: 0.2812, Plan similarity: 0.5000, Random contrast: 0.6484
[Full Training] Normal loss: 0.2641, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1783, Plan similarity: 0.5000, Random contrast: 0.6289
[Full Training] Normal loss: 0.2115, Plan similarity: 0.5000, Random contrast: 0.6602
[Full Training] Normal loss: 0.2461, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.1833, Plan similarity: 0.5000, Random contrast: 0.6680
[Full Training] Normal loss: 0.3832, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.2095, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1905, Plan similarity: 0.5000, Random contrast: 0.6406
[Full Training] Normal loss: 0.2139, Plan similarity: 0.5000, Random contrast: 0.6758
[Full Training] Normal loss: 0.2596, Plan similarity: 0.5000, Random contrast: 0.6328
[Full Training] Normal loss: 0.2691, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.3100, Plan similarity: 0.5000, Random contrast: 0.6602
[Full Training] Normal loss: 0.2093, Plan similarity: 0.5000, Random contrast: 0.6484
[Full Training] Normal loss: 0.1809, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.1811, Plan similarity: 0.5000, Random contrast: 0.6758
[Full Training] Normal loss: 0.2013, Plan similarity: 0.5000, Random contrast: 0.6562
[Full Training] Normal loss: 0.2744, Plan similarity: 0.5000, Random contrast: 0.6758
[Full Training] Normal loss: 0.1532, Plan similarity: 0.5000, Random contrast: 0.6602
[Full Training] Normal loss: 0.1438, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1417, Plan similarity: 0.5000, Random contrast: 0.6562
[Full Training] Normal loss: 0.2819, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2042, Plan similarity: 0.5000, Random contrast: 0.6758
[Full Training] Normal loss: 0.2172, Plan similarity: 0.5000, Random contrast: 0.6484
[Full Training] Normal loss: 0.1783, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.2752, Plan similarity: 0.5000, Random contrast: 0.6758
[Full Training] Normal loss: 0.1893, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.1970, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.1703, Plan similarity: 0.5000, Random contrast: 0.6836
[Full Training] Normal loss: 0.1931, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.2988, Plan similarity: 0.5000, Random contrast: 0.6680
[Full Training] Normal loss: 0.1751, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2512, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.1427, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.2180, Plan similarity: 0.5000, Random contrast: 0.6758
[Full Training] Normal loss: 0.2428, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.2308, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.1664, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2298, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2487, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.2047, Plan similarity: 0.5000, Random contrast: 0.6836
[Full Training] Normal loss: 0.1686, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.2258, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.2825, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2204, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.3532, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.1434, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.1993, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.3585, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1609, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.2302, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2168, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.1517, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2004, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.1878, Plan similarity: 0.5000, Random contrast: 0.6836
[Full Training] Normal loss: 0.2195, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.2030, Plan similarity: 0.5000, Random contrast: 0.6836
[Full Training] Normal loss: 0.1921, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1877, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2041, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.2570, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2038, Plan similarity: 0.5000, Random contrast: 0.6836
[Full Training] Normal loss: 0.2283, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.1699, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2716, Plan similarity: 0.5000, Random contrast: 0.6836
[Full Training] Normal loss: 0.2461, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1925, Plan similarity: 0.5000, Random contrast: 0.6836
[Full Training] Normal loss: 0.2279, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.2133, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1867, Plan similarity: 0.5000, Random contrast: 0.6758
[Full Training] Normal loss: 0.2545, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.2495, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.2128, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.2713, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.1945, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1860, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.1683, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.1295, Plan similarity: 0.5000, Random contrast: 0.6836
[Full Training] Normal loss: 0.2112, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.1909, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.2112, Plan similarity: 0.5000, Random contrast: 0.6836
[Full Training] Normal loss: 0.2072, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1819, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2264, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1977, Plan similarity: 0.5000, Random contrast: 0.6836
[Full Training] Normal loss: 0.2177, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2078, Plan similarity: 0.5000, Random contrast: 0.6602
[Full Training] Normal loss: 0.1736, Plan similarity: 0.5000, Random contrast: 0.6562
[Full Training] Normal loss: 0.2077, Plan similarity: 0.5000, Random contrast: 0.6602
[Full Training] Normal loss: 0.2001, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.2255, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.1923, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1755, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1942, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.1441, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1898, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2028, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.2067, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.2187, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.2436, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2491, Plan similarity: 0.5000, Random contrast: 0.6680
[Full Training] Normal loss: 0.2625, Plan similarity: 0.5000, Random contrast: 0.6836
[Full Training] Normal loss: 0.2459, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1760, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.1852, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2973, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2066, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.1779, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2633, Plan similarity: 0.5000, Random contrast: 0.6562
[Full Training] Normal loss: 0.2449, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1575, Plan similarity: 0.5000, Random contrast: 0.6523
[Full Training] Normal loss: 0.2371, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2384, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1579, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1325, Plan similarity: 0.5000, Random contrast: 0.6836
[Full Training] Normal loss: 0.2004, Plan similarity: 0.5000, Random contrast: 0.6758
[Full Training] Normal loss: 0.2220, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1394, Plan similarity: 0.5000, Random contrast: 0.6836
[Full Training] Normal loss: 0.2548, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1768, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2093, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2365, Plan similarity: 0.5000, Random contrast: 0.6602
[Full Training] Normal loss: 0.1272, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.2478, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.2165, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.1742, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2081, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.2369, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2380, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.1602, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.1795, Plan similarity: 0.5000, Random contrast: 0.6836
[Full Training] Normal loss: 0.2136, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2069, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.1944, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2023, Plan similarity: 0.5000, Random contrast: 0.6836
[Full Training] Normal loss: 0.2152, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1661, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.1496, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1993, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.2478, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2839, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.2378, Plan similarity: 0.5000, Random contrast: 0.6836
[Full Training] Normal loss: 0.1966, Plan similarity: 0.5000, Random contrast: 0.6836
[Full Training] Normal loss: 0.2578, Plan similarity: 0.5000, Random contrast: 0.6445
[Full Training] Normal loss: 0.1833, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.2507, Plan similarity: 0.5000, Random contrast: 0.6758
[Full Training] Normal loss: 0.1688, Plan similarity: 0.5000, Random contrast: 0.6797
